schemaVersion,recordType,productName,startupName,pricingModel,website,description,category,resolutionStatus,confidenceScore,matchMethod,matchReason,sourceName,sourceURL,collectedAt
1.0,PRODUCT,Page Optimizer Pro,,PAID,https://pageoptimizer.pro,AI-powered on-page SEO tool that provides specific recommendations to improve search rankings.,Marketing,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,AIFOXX,https://raw.githubusercontent.com/withkarann/aifoxx/main/src/data/tools.json,2026-03-13
1.0,PRODUCT,Dashword,&AI,PAID,https://dashword.com,AI content optimization tool that helps teams create SEO-optimized content with real-time scoring.,Marketing,MATCHED,80,description_company,Startup name explicitly mentioned in product description,AIFOXX,https://raw.githubusercontent.com/withkarann/aifoxx/main/src/data/tools.json,2026-05-29
1.0,PRODUCT,Seventh Sense,,PAID,https://theseventhsense.com,Seventh Sense is an AI email send-time optimization tool for HubSpot and Marketo that analyzes individual subscriber engagement patterns to determine the optimal time to send each email. It improves open rates by delivering emails when each recipient is most likely to engage.,Marketing,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,AIFOXX,https://raw.githubusercontent.com/withkarann/aifoxx/main/src/data/tools.json,2026-06-27
1.0,PRODUCT,Jacquard,,PAID,https://jacquard.com,"Phrasee is an AI-powered brand language optimization platform that generates and tests marketing copy for email subject lines, push notifications, SMS, and social ads using natural language generation and predictive performance scoring. It helps enterprise marketers improve campaign performance with on-brand AI copy.",Marketing,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,AIFOXX,https://raw.githubusercontent.com/withkarann/aifoxx/main/src/data/tools.json,2026-06-02
1.0,PRODUCT,Albert AI,,PAID,https://albert.ai,"Albert AI is an autonomous AI marketing platform that manages and optimizes digital advertising campaigns across Google, Facebook, Instagram, and other channels without requiring constant human oversight. It continuously tests creative variants and reallocates budgets to maximize campaign performance.",Marketing,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,AIFOXX,https://raw.githubusercontent.com/withkarann/aifoxx/main/src/data/tools.json,2026-03-13
1.0,PRODUCT,Adzooma,,FREEMIUM,https://adzooma.com,"Adzooma is an AI-powered digital advertising management platform that provides optimization recommendations, automated rules, and performance reporting for Google, Facebook, and Microsoft Ads from a single dashboard. It helps SMBs and agencies improve paid advertising ROI.",Marketing,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,AIFOXX,https://raw.githubusercontent.com/withkarann/aifoxx/main/src/data/tools.json,2026-06-02
1.0,PRODUCT,Optimizely,,PAID,https://optimizely.com,"Optimizely is a leading digital experience optimization platform offering AI-powered A/B testing, personalization, and feature management for websites and apps. It enables marketers and product teams to experiment at scale and deliver personalized experiences backed by data.",Marketing,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,AIFOXX,https://raw.githubusercontent.com/withkarann/aifoxx/main/src/data/tools.json,2026-03-13
1.0,PRODUCT,VWO,,FREEMIUM,https://vwo.com,"VWO (Visual Website Optimizer) is an AI-powered conversion rate optimization platform offering A/B testing, multivariate testing, heatmaps, session recordings, and personalization tools in a single suite. It helps digital marketers and product teams optimize the user experience across websites.",Marketing,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,AIFOXX,https://raw.githubusercontent.com/withkarann/aifoxx/main/src/data/tools.json,2026-05-29
1.0,PRODUCT,Qualified,,PAID,https://qualified.com,AI-powered conversational marketing and pipeline generation platform for B2B companies.,Marketing,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,AIFOXX,https://raw.githubusercontent.com/withkarann/aifoxx/main/src/data/tools.json,2026-06-02
1.0,PRODUCT,Chatfuel,Chatfuel,FREEMIUM,https://chatfuel.com,"Chatfuel is an AI chatbot builder for Facebook Messenger, Instagram, and WhatsApp that helps businesses automate customer interactions, qualify leads, and drive conversions without programming. It powers chatbots for e-commerce, real estate, and service businesses.",Marketing,MATCHED,100,exact_domain,Exact product/startup domain match; Product name exactly matches startup name; Startup name explicitly mentioned in product description,AIFOXX,https://raw.githubusercontent.com/withkarann/aifoxx/main/src/data/tools.json,2026-06-02
1.0,PRODUCT,Customer.io,,PAID,https://customer.io,"Customer.io is a messaging automation platform for product-driven teams, enabling event-based email, push, SMS, and webhook triggers based on real-time user data. It is popular with SaaS companies for sending lifecycle messages tied to product behavior.",Marketing,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,AIFOXX,https://raw.githubusercontent.com/withkarann/aifoxx/main/src/data/tools.json,2026-06-02
1.0,PRODUCT,Insider One,,PAID,https://insiderone.com,"Insider is an AI-powered growth management platform that unifies customer data and enables personalized cross-channel marketing experiences across web, app, email, SMS, and WhatsApp. It is recognized by Gartner and uses predictive AI to recommend the best next action for each customer.",Marketing,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,AIFOXX,https://raw.githubusercontent.com/withkarann/aifoxx/main/src/data/tools.json,2026-05-29
1.0,PRODUCT,MoEngage,&AI,FREEMIUM,https://moengage.com,"MoEngage is an insights-led customer engagement platform that combines AI-powered analytics, customer segmentation, and omnichannel messaging for mobile-first companies. It helps brands orchestrate personalized journeys across email, push, SMS, and in-app channels.",Marketing,MATCHED,80,description_company,Startup name explicitly mentioned in product description,AIFOXX,https://raw.githubusercontent.com/withkarann/aifoxx/main/src/data/tools.json,2026-05-29
1.0,PRODUCT,WebEngage,,PAID,https://webengage.com,WebEngage is a full-stack customer engagement and retention platform that enables businesses to run personalized cross-channel marketing campaigns and analyze user behavior with journey analytics. It is widely adopted by enterprises in emerging markets for driving user retention.,Marketing,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,AIFOXX,https://raw.githubusercontent.com/withkarann/aifoxx/main/src/data/tools.json,2026-05-29
1.0,PRODUCT,Omnisend,,FREEMIUM,https://omnisend.com,"Omnisend is an e-commerce marketing automation platform that combines email, SMS, and push notifications with built-in automations for abandoned cart, welcome series, and order confirmations. It offers native integrations with Shopify, WooCommerce, and BigCommerce.",Marketing,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,AIFOXX,https://raw.githubusercontent.com/withkarann/aifoxx/main/src/data/tools.json,2026-06-02
1.0,PRODUCT,Drip,,PAID,https://drip.com,"Drip is an e-commerce CRM and email marketing platform that enables online stores to build personalized automated campaigns using granular purchase, browsing, and engagement data. It focuses on revenue-driven marketing with detailed attribution reporting.",Marketing,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,AIFOXX,https://raw.githubusercontent.com/withkarann/aifoxx/main/src/data/tools.json,2026-06-02
1.0,PRODUCT,PathFactory,,PAID,https://pathfactory.com,"PathFactory is a B2B content intelligence platform that personalizes content experiences for buyers, tracks content consumption in detail, and uses AI to recommend the next best content asset. It helps marketers understand which content accelerates pipeline and close rates.",Marketing,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,AIFOXX,https://raw.githubusercontent.com/withkarann/aifoxx/main/src/data/tools.json,2026-06-27
1.0,PRODUCT,Uberflip,,PAID,https://uberflip.com,"Uberflip is a content experience platform that enables B2B marketers to create, manage, and personalize content hubs and streams tailored to specific buyer personas and accounts. It integrates with marketing automation tools to power personalized content journeys across the funnel.",Marketing,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,AIFOXX,https://raw.githubusercontent.com/withkarann/aifoxx/main/src/data/tools.json,2026-06-27
1.0,PRODUCT,Klue,,PAID,https://klue.com,"Klue is an AI-powered competitive enablement platform that collects competitor intelligence and turns it into dynamic battlecards and insights delivered to sales reps in their workflow. It focuses on helping revenue teams win more competitive deals with timely, relevant competitor information.",Marketing,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,AIFOXX,https://raw.githubusercontent.com/withkarann/aifoxx/main/src/data/tools.json,2026-06-02
1.0,PRODUCT,SparkToro,,FREEMIUM,https://sparktoro.com,"SparkToro is an audience research tool that analyzes what websites, podcasts, YouTube channels, and social accounts any audience follows and reads. Marketers use it to find where their target audience spends time online and discover the best influencer and media partnerships.",Marketing,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,AIFOXX,https://raw.githubusercontent.com/withkarann/aifoxx/main/src/data/tools.json,2026-05-29
1.0,PRODUCT,BuzzSumo,,PAID,https://buzzsumo.com,"BuzzSumo is a content research and influencer discovery platform that identifies the most-shared content for any topic, tracks competitor content performance, and finds key influencers in any niche. It is used by content marketers, PR professionals, and SEO teams for data-driven content strategies.",Marketing,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,AIFOXX,https://raw.githubusercontent.com/withkarann/aifoxx/main/src/data/tools.json,2026-03-13
1.0,PRODUCT,Brand24,&AI,PAID,https://brand24.com,"Brand24 is an AI-powered social listening and media monitoring tool that tracks mentions of brands, competitors, and keywords across social media, news sites, blogs, and forums. It provides sentiment analysis and real-time alerts to help brands manage their online reputation.",Marketing,MATCHED,80,description_company,Startup name explicitly mentioned in product description,AIFOXX,https://raw.githubusercontent.com/withkarann/aifoxx/main/src/data/tools.json,2026-03-13
